Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.38,8.92,10.92,10.93,11.04,9,8.37,8.03,7.95,8.98,9.26,10.01,10.91,10.32,11.049,10.49,8.8,8.517,9.087,8.757,11.849,12.597,13.154,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.306
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.324458439,8.952682457,10.71817316,11.76656357,11.44878584,11.66050053,11.66202526,11.24308348,10.49105383,9.504163113,8.443382079,8.697689707,9.029590278,9.294444441,9.133719711,8.411197337,7.526370513,7.553860466,9.599727767,10.15723645,10.2237874,11.41859785,11.9746752,11.62684112,10.89015551,10.02863593,9.053371705,8.158201191,7.506023263,7.823347818,7.730066946,6.745820691,6.530160939
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.329,5.483,5.554,5.598,5.464,5.394,5.494,5.589,5.683,5.724,5.784,5.814,5.784,5.674,5.689,5.683,5.696,5.647,5.722,5.839,5.755,5.649,5.61,5.652,5.793,5.83,5.879,5.758,5.789,6.307,6.341,5.941,5.866
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.929,17.697,22.156,24.209,22.675,22.142,20.698,18.673,15.475,13.785,10.348,11.146,11.283,11.09,9.146,8.452,8.232,11.255,17.857,19.86,21.391,24.788,26.094,24.442,22.058,19.635,17.224,15.255,14.104,15.532,14.781,12.917,12.144
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.468,3.681,6.544,7.561,9.659,9.915,10.369,9.51,11.573,13.36,13.135,10.026,11.288,10.248,8.033,5.915,4.592,5.455,13.548,16.707,12.328,10.021,8.631,7.352,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.345
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.259,3.382,3.236,3.1,3.021,3.137,3.245,3.489,3.714,3.502,3.174,3.061,3.002,2.771,2.497,2.346,2.344,2.333,2.331,2.299,2.274,2.255,2.251,2.364,2.45,2.566,2.678,2.825,2.945,4.024,3.935,3.493,3.497
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.596072202,9.250363317,10.84493724,11.51985327,11.08364802,11.11213836,10.90206386,10.49254369,10.19480559,9.824088684,9.20322075,9.552460942,9.661157046,9.881525817,9.625546084,8.675672833,7.495612108,7.248985537,9.174994265,9.853586653,9.895288067,10.8676961,11.32056095,10.81802419,10.02022845,9.103486383,8.119401244,7.25186197,6.674263316,7.042400851,7.022608131,6.147075951,6.019508355
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.435457965,4.390320537,4.41006229,4.516592485,5.029970916,5.325042526,5.441041915,5.70979199,5.964678419,5.955554943,5.872810191,5.863755685,5.737438961,5.57431444,5.232491827,5.088905991,5.008542274,5.048337187,5.133475302,5.216872228,5.259218095,5.337368265,5.33606409,5.47976438,5.561565469,5.689246408,5.894832771,5.874516732,5.894096583,6.669492746,6.773159608,5.758277067,5.615916417
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.503,11.595,16.201,16.426,17.005,15.572,14.968,13.215,11.693,11.135,10.291,10.423,10.469,10.358,8.384,7.719,6.854,6.369,8.25,8.394,7.781,7.689,8.193,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.606,6.719,7.155
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.633,4.657,4.71,4.623,4.674,4.649,4.741,4.758,4.709,4.705,4.698,4.77,4.739,4.7,3.886,3.957,4.103,4.182,4.302,4.342,4.406,4.375,4.356,4.325,4.292,4.32,4.328,4.34,4.38,4.623,4.678,4.481,4.327
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.134,10.203,11.321,12.593,11.834,12.367,12.566,12.074,11.981,10.218,8.61,8.702,8.307,8.914,8.882,8.833,8.009,7.386,9.122,9.279,9.228,9.841,9.913,10.273,10.354,10.057,9.41,9.018,8.415,8.01,7.874,7.308,7.323
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.22,17.701,17.78,17.805,17.414,17.354,17.201,17.184,17.599,17.827,17.801,17.372,17.129,17.104,16.91,17.792,18.258,19.197,19.754,20.39,19.929,19.713,19.788,19.922,19.994,20.165,20.351,20.502,20.426,21.273,21.233,20.501,20.361
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.55,9.772,10.346,9.648,8.694,8.189,7.072,6.198,6.042,5.558,4.696,5.037,4.807,4.594,4.751,5.35,5.262,5.615,7.537,7.787,8.038,7.885,7.525,6.11,5.301,4.81,4.33,3.996,3.737,4.472,4.826,3.73,4.055
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.7,5.4,5.4,8.4,7.6,11.5,11.5,14.53,13.8,10.82,11.16,12.59,11.51,12.62,13.81,13.57,13.28,17.87,20.71,20.203,19.632,19.653,19.416,17.439,16.506,16.604,13.939,12.667,11.565,11.73,11.794,11.657,11.622
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.489,4.7,5.238,5.895,6.479,7.084,7.637,8.2,10.1,10.456,9.604,8.698,7.722,6.757,5.817,4.897,5.092,5.142,5.349,5.384,4.227,3.141,2.173,4.412,6.806,5.237,3.369,3.251,3.156,3.285,3.338,3.084,3.079
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.519,4.549,4.527,4.481,4.437,4.461,4.423,4.461,4.488,4.591,4.595,4.549,4.651,4.757,4.899,4.958,4.834,4.844,4.991,5.129,5.123,4.891,4.977,5.108,5.251,5.019,4.815,4.771,5.018,5.993,5.767,5.328,5.297
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.561,9.681,9.727,9.862,9.983,10.036,9.866,9.784,9.643,9.639,9.571,9.965,9.93,9.897,9.878,10.196,10.383,10.041,9.769,9.673,10.269,10.346,9.468,8.224,7.271,6.299,5.162,4.127,4.532,5.858,6.206,6.082,6.479
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.066,3.13,3.179,3.203,3.168,3.063,3.03,3.416,3.558,3.576,3.195,3.222,3.284,3.28,3.221,3.204,3.202,3.218,3.21,3.197,3.144,3.207,3.226,3.316,3.224,3.192,3.137,3.196,3.219,3.614,3.628,3.204,3.183
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.285,7.487,7.639,7.745,7.787,7.84,7.881,7.933,8.002,8.033,8.16,8.245,8.265,8.166,8.12,8.024,7.974,7.943,8.098,8.292,8.234,8.116,8.039,8.044,8.178,8.232,8.329,8.256,8.367,9.075,9.194,8.746,8.666
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.572,8.927,10.177,9.808,10.117,10.402,10.472,12.227,12.138,11.345,10.764,10.346,9.839,10.628,10.074,8.906,8.351,7.664,9.546,12.719,17.973,24.731,27.686,26.708,24.981,23.514,21.414,19.179,17.045,15.899,14.657,12.426,10.997
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.675,2.631,2.593,2.576,2.573,2.623,2.608,2.608,2.566,2.605,2.746,2.748,2.807,2.971,3.06,2.95,2.825,2.874,3.209,3.497,3.171,2.765,3.017,2.717,2.506,2.583,2.462,2.283,2.193,2.953,2.174,3.051,2.705
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.509,3.837,5.527,7.6,7.9,8.283,9.67,7.74,13.95,15.32,13.213,11.39,9.691,7.7,7,7.4,8.3,8.889,9.3,8.2,13.3,12.2,11.5,7.6,6.9,5.4,5.417,5.447,5.402,6.227,6.001,5.527,5.418
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.046,11.9,11.668,11.598,11.622,11.602,11.62,11.718,11.785,11.901,11.802,11.81,11.532,11.279,11.066,10.7,10.891,11.111,11.42,11.758,11.977,12.231,12.528,12.887,13.273,13.563,13.813,14.019,13.525,15.701,14.927,12.423,12.43
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.684415424,7.184089681,7.768965945,8.029053659,7.824272727,7.816950816,7.812509757,7.892833051,7.776431893,7.139745508,6.911144773,7.22372836,7.343379899,7.148247295,6.81782512,6.336028176,5.721237182,5.95501171,8.040028633,8.190265009,7.821804177,7.734505068,7.644365186,7.062042259,6.575993248,6.135067861,5.590480041,5.084239379,4.761291865,6.454546729,5.557489786,4.493893469,4.387006038
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.8,1.96,1.96,1.9,3.22,2.83,2.22,4.58,6.25,4.92,5.09,7.28,7.86,6.74,5.58,4.77,4.01,3.56,5.26,4.329,3.422,3.285,3.4,3.296,3.314,3.392,3.124,2.805,2.917,5.808,5.174,4.318,3.931
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.58,3.06,3.097,3.136,3.24,4.37,3.32,4.02,3.85,3.881,4,4.02,5.3,5.99,4.909,3.575,3.211,3.156,3.292,4.119,4.475,3.755,5.646,7.078,6.147,6.727,5.528,5.622,5.551,10.679,7.94,7.037,6.062
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.051510469,5.163599727,5.168872539,5.118323528,4.946870527,4.919190013,4.85876106,4.925740364,5.077298707,5.12819238,5.060057494,5.030120434,4.983316416,4.845265581,4.682798076,4.594237937,4.542283447,4.521893862,4.589425579,4.803982452,4.765866817,4.585374696,4.355884759,4.372046893,4.536514044,4.503072796,4.529737894,4.428701828,4.422645141,5.149285411,5.002778648,4.534132529,4.624538711
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.14,10.934,10.709,10.332,9.995,9.68,9.71,11.392,13.559,16.064,15.822,15.053,13.924,13.664,12.598,11.13,9.909,8.53,9.202,11.62,13.678,15.935,17.251,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.063
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.327,7.405,7.582,7.97,7.56,7.319,6.968,7.159,7.2,8.441,9.744,11.044,12.184,13.458,14.589,15.914,16.8,16.194,15.342,15.255,14.482,14.1,13.639,13.766,13.745,13.888,13.929,13.937,14.133,15.56,15.253,14.719,14.623
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.5,9.942,12.098,10.847,10.168,10.022,8.991,8.925,6.929,6.563,5.671,5.608,5.79,5.832,7.189,7.494,7.406,7.817,10.03,11.172,11.029,11.003,10.177,7.725,6.813,5.115,4.156,3.709,3.419,4.25,4.045,3.609,4.126
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.743717798,4.794919605,5.016308473,5.399782401,5.75412883,5.884570375,6.021653692,6.279273563,6.560544474,6.524029306,6.703437794,6.95062019,7.071512007,6.961335395,6.927435313,6.688547228,6.491515124,6.44317636,6.747023253,6.511478007,6.370517096,6.263980065,6.25291144,6.217400413,6.339557593,6.43501732,6.383657852,6.251042285,6.03343539,6.901149301,6.266358049,5.54294375,5.119371844
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.626564288,4.679065435,4.879310975,5.202662264,5.485985854,5.600679242,5.709119357,5.935990969,6.180509806,6.148777465,6.290145577,6.484386968,6.572351817,6.458131512,6.404896571,6.177120081,6.011874435,5.98104223,6.233970386,6.024904696,5.913759543,5.891387535,5.844991482,5.790805874,5.948125778,5.995136678,5.992716485,5.902750758,5.757124299,6.605125817,6.125997558,5.423487634,5.080187355
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.04905615,4.113006973,4.217714817,4.260640645,4.213231822,4.269232373,4.255811534,4.353356585,4.438539949,4.444112571,4.439423398,4.427274951,4.399260665,4.294201387,4.184021524,4.024619224,4.011645563,4.076936511,4.147388804,4.077740607,4.110110323,4.438229652,4.276897486,4.17076476,4.484489497,4.375586706,4.583455713,4.669956453,4.797651609,5.612674796,5.658217578,5.032833817,4.95281978
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.95076002,3.039403017,3.304209714,3.495364903,3.577896042,3.738049075,3.726584319,3.871889109,3.859576174,3.732667634,3.605513869,3.401533106,3.253556835,3.091207273,3.012615846,2.903556706,2.742128205,2.779369536,2.841354792,2.902351533,2.931926641,3.960817328,3.678714835,3.329797754,4.065318891,3.73569867,4.339480887,4.81834732,5.202601954,6.037220747,6.035065083,5.148425014,4.810369996
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.617,2.734,2.782,4.366,4.611,4.861,4.684,5.459,6.358,6.078,6.082,6.604,6.658,7.303,7.945,7.551,8.06,7.209,6.106,5.614,5.153,4.468,4.336,4.049,4.514,4.301,3.783,4.387,3.59,4.255,3.827,3.462,3.417
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.524827488,4.578789944,4.612004814,4.590862426,4.486371785,4.499829627,4.488053421,4.564731153,4.694009056,4.760764917,4.812960549,4.887494702,4.913796778,4.835269744,4.709775628,4.527782953,4.583894016,4.663838722,4.742100601,4.616566166,4.651297456,4.658521642,4.553041136,4.557087699,4.678125368,4.669168081,4.694106727,4.603106628,4.614873345,5.420755282,5.486518886,4.980091822,5.017920411
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.85,6.853,6.859,6.828,6.99,7.147,7.335,7.517,7.682,7.856,8.039,8.248,8.397,8.551,8.697,8.614,8.534,8.486,8.406,8.318,8.222,8.156,8.088,7.992,7.894,7.8,7.723,7.652,6.51,7.859,6.38,4.822,4.172
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.771,15.021,15.571,14.544,11.97,11.692,10.192,7.699,5.804,4.318,3.684,4.216,4.478,4.491,4.343,4.415,4.98,6.774,12.609,14.534,15.354,15.451,13.735,11.858,9.908,8.374,6.713,5.741,4.95,5.623,6.194,4.479,4.34
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.1,10.659,10.574,10.449,9.895,9.1,9.69,10.367,11.176,11.699,12.356,12.8,11.528,10.3,11.813,11.519,10.772,10.63,12.113,13.679,12.491,12.275,10.595,10.68,11.166,12.618,12.232,12.195,10.74,9.687,9.282,9.085,9.103
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.714,8.434,8.442,8.298,8.488,8.559,8.319,8.126,8.042,8.095,8.288,8.636,8.965,8.736,8.596,8.434,8.646,8.467,8.41,8.262,8.186,7.965,9.208,10.59,10.838,10.82,13.02,13.509,14.142,15.776,16.173,15.588,15.529
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.548,4.305,5.257,5.326,5.196,3.6,3.72,3.069,2.178,1.936,1.874,2.988,3.997,4.031,2.547,2.83,2.251,2.946,7.22,7.564,7.028,6,5.376,4.897,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789,3.562
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.387,14.08,12.741,9.934,8.782,8.455,9.751,10.749,11.183,11.102,11.812,12.888,13.505,13.029,11.342,10.707,9.379,7.704,9.534,8.48,7.139,6.762,6.137,5.789,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695,3.389
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.097,9.321,10.212,11.086,11.661,11.864,11.985,12.117,11.681,10.834,9.599,9.211,8.869,7.866,7.731,6.777,6.076,6.723,7.749,8.363,8.359,10.655,12.149,12.683,11.896,11.688,11.211,10.61,9.952,9.164,9.497,8.069,7.618
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.281,6.438,6.284,6.388,6.378,6.675,6.758,6.915,6.875,6.807,6.686,6.654,6.563,6.562,6.596,6.619,6.614,6.666,7.314,7.63,8.034,8.695,9.698,9.046,8.824,8.634,7.399,5.47,4.987,6.501,5.188,4.083,4.417
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,21.311,19.93,19.7,16.915,14.6,13.7,13.737,13.832,13.759,13.7,14.7,15.3,14.5,14.619,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.075,15.275,18.12,18.257,16.801,19.213,19.837,18.2,17.944
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.059,2.158,2.539,2.89,3.15,3.383,3.374,4.078,4.677,4.748,5.02,5.386,5.251,4.734,4.446,4.192,3.888,4.002,5.068,5.103,4.55,4.358,4.038,3.589,3.385,3.132,2.822,2.467,2.351,2.809,2.828,2.6,2.575
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.9,1,1.11,7.54,10.98,12.96,13.01,13.13,13.46,12.75,10.43,9.33,8.78,8.4,8.13,7.79,7.26,6.63,6.55,5.77,5.39,5.29,5.2,5.06,4.93,4.96,4.9,4.85,4.8,4.89,5.556,4.86,4.847
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.788,2.893,2.97,2.947,2.847,2.777,2.819,2.841,2.877,2.876,2.868,2.903,2.86,2.836,2.739,2.678,2.65,2.752,2.813,2.793,2.706,2.686,2.764,2.768,2.763,2.757,3.54,4.284,5.014,5.621,5.693,5.805,5.682
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1,1.1,1.223,1.34,1.435,1.512,1.577,1.666,1.768,1.873,1.966,2.07,2.165,2.26,2.358,2.462,2.558,2.639,2.738,2.856,2.962,3.07,3.146,3.253,3.346,3.466,3.568,3.673,4.252,4.63,4.096,4.055,4.038
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.761,0.746,0.734,0.99,0.974,0.963,0.638,0.712,0.727,0.746,0.775,0.853,0.909,1.005,1.067,1.154,1.257,0.825,0.579,0.771,0.577,0.496,0.438,0.692,0.393,0.716,0.141,0.13,0.12,0.172,0.396,0.247,0.239
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.407,2.513,2.878,2.476,2.063,2.048,2.608,6.963,6.342,4.063,3.699,3.046,3.348,3.42,3.482,3.254,3.013,2.959,3.363,3.324,2.992,2.812,2.747,3.082,3.546,3.65,3.653,3.824,3.746,3.931,3.639,2.857,2.642
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.888,0.879,0.8,0.7,0.694,0.7,0.7,0.7,0.7,0.8,0.8,1.1,1.3,1.7,1.457,1.3,1.5,1.75,1.64,1.82,2.056,2.234,2.476,2.9,2.2,2.16,2.223,2.198,2.239,3.535,2.997,2.124,2.076
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.044813514,6.141767875,5.939196197,6.486054738,7.810290286,8.06321442,7.94142672,8.345667565,9.105118131,9.179802915,8.768604294,8.980488597,8.807609392,8.354517593,8.035731476,7.477889026,7.152832154,6.760580474,7.758323231,7.137147567,6.646038883,6.377117512,6.295588559,6.09934748,6.702021193,7.906674708,8.231944302,8.090596536,8.128513246,10.27338233,9.238851735,6.887760495,6.132137088
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.485,2.702,2.727,2.631,2.6,2.453,2.36,2.303,2.165,2.057,1.891,1.785,1.646,1.503,1.35,1.198,1.066,0.941,0.833,0.708,1.055,1.398,1.755,2.117,2.491,2.88,3.269,2.896,2.528,2.314,1.997,1.209,1.181
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.61,8.268,8.275,8.364,8.456,8.444,8.62,8.565,8.735,8.594,8.456,8.225,8.048,7.85,8.247,8.669,8.98,7.665,6.355,6.77,7.333,7.91,8.423,8.796,9.27,9.76,10.236,10.741,11.301,13.235,12.621,11.599,11.565
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.68,2.747,2.7,2.664,2.588,2.371,2.176,2.038,2.021,2.035,2.125,2.211,2.406,2.412,2.403,2.274,2.223,2.211,2.236,2.266,2.208,2.138,2.072,2.079,2.553,3.081,3.066,3.057,3.072,4.092,3.792,2.99,2.939
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.69,18.92,19.102,19.411,19.483,19.322,19.439,19.271,19.306,19.168,19.186,19.198,19.002,18.873,18.613,18.744,18.708,18.953,19.18,19.208,19.43,19.03,19.316,19.298,19.649,19.5,19.015,18.836,19.037,19.535,19.595,19.319,18.743
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.528,16.544,16.8,17,15.83,16.33,20.47,21.6,18.09,16.49,18.556,20.39,22.18,20.97,18.7,16,14,12.72,15.37,17.116,18.86,19.06,22.21,21.592,20.851,19.928,19.136,19.329,15.613,25.225,20.514,15.934,11.092
