Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.332655512,6.321032859,6.087898575,6.694448329,7.922553941,8.308638006,8.152885266,8.497539828,9.440888844,9.464672153,9.067956983,9.410191634,9.268500433,8.751597954,8.232264373,7.607132933,7.221937924,6.836092301,7.809249033,7.216290836,6.712880791,6.427723903,6.382924099,6.184506329,6.687166704,7.75391609,8.049644462,7.953043893,8.016580347,10.21268428,9.167557159,6.905458104,6.220895864
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.437820097,4.501209975,4.52782449,4.511445664,4.422657043,4.401717118,4.403145313,4.485709995,4.585621249,4.644684444,4.683627931,4.776274219,4.854188975,4.813666585,4.762393259,4.651372136,4.720049085,4.775720557,4.887298033,4.77488788,4.876263117,4.867657252,4.841063735,4.799490049,4.89410977,4.97735571,5.059656803,4.951267478,4.96337679,5.744228766,5.827431181,5.251295247,5.30220475
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.682492954,4.756050481,4.762678729,4.743792291,4.649785397,4.686997454,4.718234469,4.831943412,4.952595606,5.0261858,5.02005784,4.984620373,4.924139153,4.77243476,4.611191241,4.611209732,4.646746325,4.767681468,4.677523878,4.82687724,4.869966179,4.969685491,4.822861904,4.791458118,4.897413841,4.995689466,5.089209586,5.012958039,5.008268793,5.708067889,5.654376817,5.149262663,5.311432483
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.661,14.22,13.82,13.03,12.27,11.35,10.6,9.17,8.88,7.74,7.9,8.76,8.22,8.38,7.67,6.5,5.97,5.22,5.85,4.784,4.118,3.88,4.186,4.157,4.519,4.243,4.046,4.318,4.67,5.365,5.258,6.33,6.36
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.617280354,5.63251838,5.75342675,5.75542273,5.828321368,5.852463601,5.978860125,6.062785556,6.188734721,6.294304387,6.396961946,6.467113191,6.561337324,6.569722132,6.626949906,6.474522977,6.3470754,6.331340725,6.355344529,6.194117423,6.24791798,6.384533841,6.320301355,6.214772762,6.334385949,6.182280543,6.220110043,6.144584758,5.642870593,6.702322453,6.05135761,4.940165479,4.49909171
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.427886457,4.487000867,4.672383449,4.923446608,5.189202766,5.307321115,5.379261948,5.587324082,5.789750883,5.805308294,5.996619717,6.210043484,6.308000442,6.215345858,6.221764957,6.03146571,5.940770809,5.930159415,6.109226048,5.908406133,5.821960686,5.832696091,5.776349125,5.741887107,5.913213324,5.981925559,6.00338297,5.928392174,5.789351217,6.614728874,6.147954031,5.452796774,5.098924289
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.449,15.405,15.531,15.587,15.771,15.681,15.796,15.887,16.145,16.143,16.05,16.045,16.019,16.121,15.994,16.02,15.905,15.812,16.089,16.044,16.098,15.733,15.907,16.056,16.223,16.139,16.391,16.637,16.876,18.351,18.129,16.668,16.46
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.673488698,3.679510231,3.890748946,4.29147232,4.458161497,4.645584972,4.906253452,5.165951391,5.408993814,5.260838481,5.433876888,5.624052019,5.860882381,5.684218922,5.607510929,5.358492019,5.096983346,5.124628323,5.553093906,5.227675376,5.096666699,5.012490857,4.994284002,4.923250434,5.098161783,5.272042395,5.265636708,5.045782132,5.189043412,5.928785936,5.5093142,5.205297798,4.8421478
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.1,1.2,13.8,13.8,17.54,16.4,14.13,13.711,13.388,15.931,16.84,13.008,12.875,10.684,8.325,5.78,4.25,5.826,13.785,17.814,15.39,13.365,11.77,10.698,9.12,7.862,7.073,6.147,6.255,8.487,7.112,5.956,6.962
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.482,2.029,2.33,3.48,2.918,3.286,2.527,2.763,2.39,2.345,1.805,2.621,3.675,5.113,4.488,4.731,4.065,5.06,5.122,4.361,4.902,5.14,5.848,5.852,6.669,6.291,5.522,5.585,5.595,6.773,5.247,4.585,5.188
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.7,6.6,16.7,18.7,19,20.7,14.9,14.454,13.79,14.211,13.821,13.829,12.061,11.708,10.033,7.03,6.052,7.739,17.515,19.482,16.206,15.047,11.867,10.846,9.873,9.643,8.715,7.412,6.312,8.098,7.513,6.815,6.534
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.01,2.197,2.057,2.48,3.581,4.249,3.261,4.607,6.348,6.874,6.393,6.267,5.995,4.905,4.158,3.822,3.27,2.999,3.58,2.84,2.56,1.97,1.82,1.67,1.81,1.939,1.987,1.834,1.749,2.566,2.252,2.476,2.246
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.59,13.85,14.076,13.917,14.089,13.434,14.04,13.411,13.94,13.58,12.46,11.59,11.92,10.83,11.01,9.67,9.56,9.57,8.96,9.09,8.91,8.99,9.23,9.7,9.46,9.3,9.229,9.282,9.21,11.203,10.539,9.53,9.114
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.9,3.7,3.7,5.8,5.3,7.9,7.9,10,11.14,8.539,7.366,6.845,6.378,6.374,5.633,4.26,2.749,2.097,3.024,2.972,2.677,2.19,1.894,1.451,1.781,1.591,1.622,1.239,1.502,1.206,0.794,0.909,1.623
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.14,6.251,6.3,6.09,6.078,6.082,5.963,5.896,5.82,5.8,5.35,5.52,5.01,3.952,2.62,2.945,3.2,3.428,3.883,4.28,2.518,0.599,0.995,1.385,1.785,1.944,2.113,2.289,2.46,3.246,3.415,3.186,3.061
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.795,0.796,0.792,0.791,0.79,1.023,1.257,1.491,1.728,1.97,3.062,4.142,5.201,6.256,7.394,8.478,9.537,10.515,11.697,10.851,10.01,9.142,8.298,7.461,6.612,5.77,5.376,4.959,4.562,5.404,5.021,4.424,4.127
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.21858041,11.35330397,11.97831519,11.95907281,12.23591285,11.19321499,10.9744801,11.08372342,11.40145082,11.89961046,11.95377953,12.10147466,11.82598609,10.71398397,10.83521221,10.14655341,9.618442661,9.273379258,9.423505492,9.585592584,10.10840497,10.44158838,10.18058182,10.27698425,10.54103162,10.61438394,10.79746569,10.40348094,9.75438802,10.49328368,10.10860054,9.556759969,9.22527629
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.145,3.235,3.365,4.436,7.095,5.465,4.235,3.733,2.598,2.646,2.627,3.003,3.455,3.937,3.558,3.566,3.628,3.874,5.356,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.441,4.019,3.256,2.812
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.410374713,4.468331512,4.666058884,4.936101179,5.227531532,5.351701682,5.426697822,5.64174771,5.85044591,5.862196264,6.068716927,6.301848485,6.413170638,6.326554592,6.347736426,6.143977518,6.044518499,6.024732906,6.227353263,5.999102674,5.903073314,5.907097299,5.859713274,5.826188203,6.00433935,6.072052178,6.088596723,6.015355482,5.864934245,6.705382594,6.197700772,5.484015493,5.076885463
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.5,26.3,27.7,30,35.6,38.8,36,34.5,32.4,32.2,30.52,31.94,36.69,37.161,37.32,36.392,35.231,33.93,32.351,33.135,31.502,31.096,29.017,28.215,26.395,24.312,22.857,21.208,17.414,16.575,15.801,14.477,13.075
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.317,1.408,1.342,1.444,1.394,1.35,1.34,1.269,1.287,1.347,1.264,1.297,1.206,1.36,1.325,1.384,1.366,1.394,1.398,1.382,1.408,1.49,1.54,1.492,1.406,1.367,1.494,1.62,2.414,3.528,2.29,3.09,3.008
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.357,6.353,6.349,6.346,6.342,6.339,6.335,6.331,6.328,6.324,7.107,6.902,7.488,7.317,6.923,6.798,6.472,5.977,6.896,6.861,6.388,6.203,6.115,5.737,5.389,4.694,4.008,3.665,3.627,4.357,3.403,2.929,3.125
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.878,0.826,0.801,0.771,0.757,0.762,0.765,0.772,0.762,0.731,0.7,0.685,0.683,0.678,0.67,0.669,0.673,0.684,0.696,0.707,0.723,0.742,0.753,0.749,0.766,1.043,1.356,0.767,0.407,1.476,4.34,2.83,2.841
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.88654045,12.0563953,12.85290891,12.9519196,13.36359513,12.21075885,11.95739951,12.10187345,12.48894023,13.08916629,13.14295936,13.24806103,12.87932315,11.55955342,11.76284762,11.01232474,10.54884046,10.34827784,10.50176821,10.76901579,11.49891738,12.0216658,11.76550319,11.90954902,12.36752826,12.51661502,12.71769958,12.26359961,11.49908453,12.05438453,11.7053722,11.17774375,10.87444589
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,29.933,30.128,30.401,30.366,30.178,29.837,29.844,29.936,30.191,30.249,30.308,30.277,30.318,30.315,30.31,24.843,19.4,17.15,19.09,19.649,19.759,19.808,19.585,18.054,17.555,17.732,16.082,15.19,15.128,17.878,16.543,15.288,15.254
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.687,5.866,5.861,5.709,5.5,5.533,5.611,5.751,5.84,5.985,6.107,6.2,6.768,6.852,7.015,7.193,7.2,5.565,5.86,6.549,4.769,3.905,4.231,4.798,4.861,7.235,6.359,5.377,9.269,6.594,7.747,6.211,6.134
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.825,2.996,2.872,2.856,2.755,2.752,2.7,2.646,2.675,2.831,2.84,2.906,2.869,2.958,3.029,3.027,3.065,3.095,3.182,3.24,3.279,3.305,3.338,3.378,3.426,3.48,3.543,3.602,3.632,3.877,3.984,3.621,3.535
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.888,9.954,9.757,9.873,9.674,9.673,9.694,9.863,9.912,9.903,10.002,10.076,9.817,9.696,9.538,9.287,9.455,9.681,10.155,10.054,9.956,9.865,9.931,10.03,10.109,10.286,10.336,10.438,10.416,11.01,11.068,10.602,10.512
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.541,9.473,9.529,9.531,9.59,9.502,9.383,9.26,9.275,9.132,9.14,8.205,8.314,8.337,9.524,9.04,8.475,7.17,7.257,7.654,7.447,7.472,7.322,7.467,7.41,6.814,6.752,6.427,6.331,8.627,7.719,6.322,6.057
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.876,5.036,4.967,5.333,4.884,4.929,4.69,4.915,4.993,5.034,5.202,5.229,5.151,4.958,4.931,4.95,4.876,4.801,4.74,4.787,4.835,4.951,4.978,4.966,4.95,5.003,5.033,5.003,4.949,5.681,5.585,5.051,5.044
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.694,3.71,4.11,3.64,3.15,2.52,2.45,3.2,3.43,3,3.53,3.48,3.61,3.54,3.53,3.32,3.23,3.32,3.66,3.39,3.05,3.1,3.16,2.88,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93,3.855
North America,NAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.163775635,7.876454987,7.353954628,6.549596386,6.034158631,5.866416037,5.407759529,4.886961362,4.555967238,4.276767643,4.982944862,5.977404492,6.155387351,5.703424978,5.259601073,4.817925233,4.784168062,5.837046439,9.169320014,9.476347658,8.806746737,7.995439225,7.349603871,6.261482663,5.461802756,5.105476695,4.581596198,4.108738076,3.892411941,8.231289835,5.592996057,3.833748351,3.824805144
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.14,18.922,19.096,19.4,21.319,22.837,24.45,23.083,21.67,20.3,20.986,21.51,22.068,22.09,22.105,21.861,22.11,22.004,22.253,22.12,19.479,16.771,19.028,18.521,20.799,23.352,21.739,19.877,19.945,20.966,20.877,19.748,19.422
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.05,18.642,18.82,18.956,18.635,18.64,18.382,18.619,18.292,17.986,17.447,17.079,16.719,16.31,15.77,15.238,14.758,14.368,13.97,13.95,13.937,14.053,14.348,14.59,13.637,12.714,11.676,11.702,10.881,13.558,12.537,11.291,11.22
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.578,1.56,1.532,1.493,1.486,1.49,1.496,1.378,1.383,1.426,1.47,1.807,2.146,2.748,3.1,2.532,2.027,1.59,1.212,0.721,0.317,2.177,1.4,0.524,0.558,0.555,0.564,0.546,0.544,0.62,0.819,0.552,0.55
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.741,3.705,3.92,3.959,4.041,3.944,3.873,3.836,3.898,3.87,3.827,3.618,3.594,3.556,3.69,3.718,3.767,3.771,3.751,3.739,3.77,3.76,3.711,3.903,4.137,4.498,4.826,5.065,5.206,5.712,5.393,3.827,3.074
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.054,7.941,7.96,7.773,7.491,7.164,7.132,7.232,7.197,7.188,7.22,7.523,7.6,6.41,5.37,5.31,4.89,6.2,8.16,7.83,6.617,5.208,5.28,4.52,4.7,3.9,3.3,5.2,5.47,6.167,6.064,4.978,4.795
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.285,5.555,6.287,7.159,7.158,6.421,5.511,4.394,3.623,2.725,2.119,2.554,3.593,4.646,5.873,5.002,4.153,3.654,4.347,4.989,4.977,5.821,7.243,7.416,6.873,6.006,4.839,3.831,3.38,3.819,4.21,3.524,3.561
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.407,5.91,5.965,5.349,6.307,5.036,4.687,3.737,3.247,3.458,3.738,4.022,4.221,4.256,4.381,3.399,2.493,2.55,3.103,3.521,3.215,3.123,3.423,3.484,4.296,4.679,4.162,3.8,3.687,4.422,4.369,3.233,3.581
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.539,10.547,10.56,10.552,10.565,10.56,10.596,10.608,10.624,10.622,10.615,10.655,10.677,10.68,10.652,10.659,10.672,10.65,10.64,10.629,10.653,10.654,10.667,10.647,10.655,10.684,10.66,10.63,10.578,13.157,12.315,10.922,10.685
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.614,10.667,9.804,8.354,6.461,6.29,6.857,7.718,7.023,6.13,5.433,5.282,4.745,4.005,3.807,3.857,3.661,4.167,6.121,6.557,6.491,6.931,5.839,5.428,5.415,5.147,4.736,4.335,4.109,4.595,3.776,3.297,3.737
OECD members,OED,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.785455368,7.274708471,7.76755807,7.838143626,7.606074759,7.553438253,7.25867476,7.229719262,7.17676863,6.769358361,6.625827842,7.13445328,7.259778924,7.18031855,6.82163914,6.332142455,5.876870051,6.196636336,8.355733224,8.501074134,8.102005336,8.085400069,7.974793703,7.40189151,6.852223599,6.435430732,5.907350324,5.469515082,5.389043538,7.141510556,6.193801306,4.984175025,4.819073157
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.148,4.258,4.106,4.17,4.262,4.345,4.278,4.342,4.417,4.396,4.337,4.374,4.653,4.756,4.64,4.391,4.3,4.142,3.991,3.925,3.928,3.727,3.516,3.43,3.392,3.266,2.524,1.8,2.052,2.94,1.9,1.514,1.46
Other small states,OSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.595654338,8.148161672,8.958445948,9.120286095,9.447088482,9.467509091,9.582362913,9.414542015,9.985649719,10.18112462,10.14783068,9.543829202,9.886610422,9.807269856,9.619762625,8.824049821,8.192048473,7.970668667,9.520437379,9.824841252,9.359204448,9.364630682,9.55710666,9.288351083,8.889626813,8.5703373,8.215443126,7.842841229,7.558972423,9.120840491,8.735611955,8.274026602,8.152384828
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.586,0.583,0.588,0.591,0.596,0.591,0.596,0.6,0.602,0.597,0.595,0.597,0.595,0.588,0.582,0.582,0.398,0.423,0.535,0.653,0.796,3.667,2.954,1.827,3.566,2.286,3.193,4.083,4.83,6.162,6.338,5.548,5.499
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.451,6.298,6.348,6.439,6.51,6.525,6.423,6.297,6.285,6.322,6.429,6.419,6.393,6.171,6.041,5.849,5.743,5.704,5.849,5.873,4.049,3.717,3.707,4.415,4.37,4.758,5.395,5.218,6.332,14.183,10.453,8.202,6.701
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.961,5.098,4.828,4.526,4.737,4.95,4.784,5.11,5.02,4.965,5.067,4.84,4.15,4.71,4.87,4.17,4.08,4.03,3.96,3.6,3.477,3.238,3.575,3.208,3.272,3.741,3.691,3.492,3.379,7.179,5.097,3.85,4.82
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.77,3.882,3.897,3.796,3.71,3.637,3.618,3.712,3.758,3.77,3.698,3.615,3.527,3.554,3.795,4.052,3.434,3.72,3.858,3.605,3.592,3.504,3.497,3.6,3.068,2.695,2.552,2.338,2.237,2.522,3.398,2.598,2.233
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.839,2.651,2.422,2.454,2.633,2.751,2.87,2.871,2.943,2.92,2.801,2.754,2.627,2.524,2.386,2.286,2.171,2.168,2.088,2.002,2.62,2.627,2.682,2.524,2.487,2.453,2.544,2.604,2.599,2.814,2.906,2.689,2.651
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.635,13.645,14.393,14.825,13.695,12.684,10.964,9.935,12.29,16.314,18.373,19.895,19.37,19.074,17.746,13.841,9.602,7.118,8.167,9.637,9.632,10.088,10.326,8.99,7.501,6.161,4.888,3.846,3.277,3.162,3.363,2.886,2.905
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.35673085,5.409511948,5.471489495,5.43798107,5.31348075,5.199217456,5.105320708,5.090944938,5.137268119,5.179338938,5.17532344,5.149634296,5.129534557,5.04953872,5.010299584,4.988431547,4.943694605,4.938540052,4.99628794,5.208178205,5.268826886,5.180993274,5.029178535,5.013674641,5.101920426,5.188683144,5.465333639,5.458514755,5.516092816,6.042727746,5.883609006,5.219427611,5.168165657
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.18,16.93,16.91,14.6,13.93,13.64,13.8,13.46,11.81,10.08,11.4,11.94,11.78,10.31,11.35,11.01,10.93,11.48,15,16.1,15.7,14.5,14.3,13.9,12,11.8,10.8,9.2,8.3,8.89,7.9,6,5.962
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.394,2.427,2.53,2.639,2.659,2.693,2.782,2.974,3.166,3.147,3.16,3.12,3.13,3.079,3.032,2.997,2.98,2.906,2.895,2.825,2.903,2.92,2.93,2.883,2.902,2.925,2.846,2.784,2.838,3.029,3.134,2.965,3.004
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.919,3.985,5.301,6.709,7.064,7.298,6.571,4.64,4.579,3.806,3.829,4.497,6.132,6.319,7.582,7.649,7.966,7.553,9.432,10.771,12.682,15.531,16.188,13.897,12.447,11.068,8.869,6.994,6.464,6.796,6.577,6.011,6.491
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.1,4.98,5.06,4.41,3.4,8.15,5.36,4.417,5.343,7.61,6.206,9.393,6.814,6.513,4.825,5.277,4.713,4.415,5.46,4.569,4.67,4.086,4.385,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.779
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.55,10.304,10.407,10.183,10.379,10.494,10.515,10.433,10.351,10.625,21.493,27.465,23.004,23.215,20.016,19.014,18.282,22.913,20.452,21.416,17.597,19.202,19.894,20.527,23.005,23.939,25.677,26.256,25.34,25.895,26.39,24.42,
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.857170288,3.861255704,3.928205992,3.903359193,3.978472819,4.012730899,4.146776139,4.246389445,4.287536598,4.384339965,4.487925254,4.578012014,4.479090849,4.309875813,3.802708953,3.771161792,3.735302757,3.650381019,3.597749387,3.509886442,3.460607566,3.575777047,3.472504385,3.461038668,3.460482007,3.466241894,3.484188291,3.491636251,3.518514277,3.505812807,3.604744157,3.830678887,3.729420655
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.302416055,6.919570115,7.516740669,7.508998675,7.381390222,7.557614734,7.362995022,7.39732744,7.115863638,6.533346981,6.376160851,6.766097183,6.849319348,6.656793994,6.37655047,5.964855946,5.547371083,5.886477133,8.039834147,8.31575683,8.025084235,8.08177599,7.965964579,7.44120266,6.867856299,6.40437302,5.836398333,5.288253035,4.939647767,6.707652739,5.795790662,4.509991572,4.455968738
